Rvote,Dvote,Pvote,party,Ovote,SNSPA,Republican,Democrat,Rep or Dem,Independent,No Party,Other,male,vote,Cons.com,Share,Discuss,Brag,Fact Check,Campaign info on SNS,Discover who your friends voted for on SNS,Friend of candidate or political group on SNS,Post content related to a candidate or campaign,Join a political group on SNS,Start a political group on SNS,Get campaign info from Twitter,Follow on Twitter,Include politica links on Twitter,Follow election results on Twitter,View Affirming,View Neutral,View Disconfirming,How liberal,Ideological intensity ,age,educ,empl,hisp,black,inc,Use SNS,weight
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,6,5,0,0,0,6,1,1.8
1,0,0,0,0,NA,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,5,0,0,0,2,0,2.28
0,1,0,0,0,0,0,0,0,0,1,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,7,1,0,0,2,0,3.36
1,0,1,1,0,NA,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,5,0,0,0,NA,0,1.72
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,7,5,0,0,0,NA,1,1
NA,NA,NA,1,NA,0,0,1,1,0,0,0,1,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,1,0,0,6,1,3.32
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,0,1,0,1,0,4.04
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,0,0,0,3,0,1.24
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,6,1,0,0,7,1,1.44
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,0,1,5,0,3.48
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,1,3,3,0,0,1,NA,0,5.96
0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,1,5,6,1,0,0,6,0,2.48
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,2,6,5,0,0,0,7,0,1.72
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,0,0,0,1,0,1.76
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,3,1,3,6,1,0,1,7,1,5.96
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,1,0,1,0,1,0,5.52
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,2,5,5,0,1,0,2,0,1
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,4,6,1,0,0,7,0,2
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,NA,0,1,NA,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,2,3,5,0,0,0,1,1,1.92
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,3,3,6,0,0,0,4,0,3.52
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,4,7,0,0,0,9,1,3.64
0,0,0,1,1,0,1,0,1,0,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,2,6,5,0,0,0,1,0,2.6
1,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,5,1,0,0,8,0,5.96
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,1,NA,0,9.08
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,NA,NA,3,0,2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,3,1,0,0,8,0,3.72
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,2,5,7,1,0,0,6,0,2.8
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,9,6,0,0,1,2,0,1.72
NA,NA,NA,0,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,NA,0,5.68
0,1,1,1,0,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,6,0,0,NA,NA,0,4.08
1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,6,0,0,0,4,0,1.04
NA,NA,NA,1,NA,0,1,0,1,0,0,0,1,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,2,4,2,0,0,0,8,0,5.64
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,3,0,0,0,2,0,2.12
0,1,1,1,0,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,3,0,1,0,3,0,5
0,1,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,5,7,0,0,0,6,1,3.64
1,0,1,1,0,1,1,0,1,0,0,0,1,1,NA,1,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,1,0,0,1,3,6,6,1,0,0,7,1,1.92
0,1,0,0,0,NA,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,4,0,0,0,NA,0,1.92
NA,NA,NA,1,NA,1,1,0,1,0,0,0,0,0,NA,1,0,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,6,4,1,0,0,5,1,1.04
NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,0,0,NA,1,1.52
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,6,1,0,0,6,0,1
NA,NA,NA,0,NA,NA,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,0,0,0,1,0,1.36
NA,NA,NA,0,NA,0,0,0,0,1,0,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,6,6,0,NA,NA,NA,1,2.56
1,0,1,1,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,4,6,1,0,0,9,0,5.24
1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,2,2,3,6,0,0,0,6,1,4
NA,NA,NA,1,NA,1,0,1,1,0,0,0,1,0,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,5,3,7,2,0,0,1,NA,0,4.48
NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,NA,NA,NA,NA,1,0,0,3,1,3,6,0,0,0,9,1,3.88
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,1,2,2,3,6,1,1,0,8,1,2.28
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,2,0,1,NA,NA,0,4.04
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,1,5,7,1,0,0,6,0,2.6
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,3,6,0,0,0,9,0,5.96
1,0,0,0,0,NA,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,6,0,0,0,7,0,3.16
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,1,0,0,6,0,4.28
NA,NA,NA,0,NA,0,0,0,0,1,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,1,0,0,7,0,5.36
NA,NA,NA,0,NA,NA,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,0,1,0,6,0,4.32
1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,3,6,1,0,0,4,0,1.96
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,4,2,3,5,1,1,0,8,1,5.96
1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,2,5,3,0,0,0,5,0,5.8
NA,NA,NA,1,NA,NA,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,5,0,0,0,4,0,1.8
NA,NA,NA,1,NA,NA,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,0,0,0,NA,0,1.72
NA,NA,NA,0,NA,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,0,0,0,NA,0,1.32
1,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,2,2,6,5,0,0,0,4,1,1.4
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,3,1,3,6,0,0,0,5,1,3.24
1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,2,2,4,6,0,0,0,7,1,3.36
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,5,1,0,1,3,1,6.08
NA,NA,NA,1,NA,NA,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,0,0,0,3,0,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,3,0,0,0,2,0,2.6
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,2,2,3,5,1,0,0,6,1,5.96
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,0,0,0,NA,0,1.72
0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,3,6,3,0,0,1,2,1,1.12
NA,NA,NA,0,NA,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,1,0,0,1,3,5,6,0,0,0,3,1,1.72
NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,3,1,5,0,0,0,3,0,3.12
1,0,1,1,0,NA,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,NA,0,NA,NA,9,0,1
NA,NA,NA,1,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,1,0,0,1,0,1.72
1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,7,0,0,0,7,0,2.84
0,0,0,1,1,0,0,1,1,0,0,0,1,1,NA,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,5,3,2,5,1,0,0,6,1,10.72
1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,3,4,6,1,0,0,7,0,3.96
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,5,0,0,0,NA,0,2.64
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,3,1,6,5,0,0,1,4,1,2.24
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,6,0,0,0,NA,0,1.72
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,6,6,0,0,0,7,0,1.72
NA,NA,NA,1,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,3,0,0,0,1,0,1.12
0,1,1,1,0,NA,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,0,0,0,5,0,5.16
NA,NA,NA,0,NA,NA,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,0,0,0,2,0,3
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,2,5,5,0,0,1,8,0,5.04
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,2,6,5,0,0,0,4,0,1.04
0,0,0,0,1,NA,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,6,0,0,0,NA,0,1
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,4,2,1,0,0,3,1,5.6
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,8,1,0,0,0,1,0,2.72
0,1,1,1,0,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,5,0,0,0,5,0,1
1,0,1,1,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,1,0,0,2,2,4,6,1,0,0,8,1,5.68
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,3,6,0,0,0,6,1,3.76
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,3,1,4,NA,0,NA,NA,9,1,3.44
1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,1,0,0,NA,1,3.52
1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,2,6,3,0,0,0,6,0,3.64
0,1,1,1,0,NA,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,6,0,0,0,1,0,2.92
NA,NA,NA,0,NA,NA,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,3,0,0,0,2,0,1.8
NA,NA,NA,0,NA,0,0,0,0,1,0,0,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,1,8,7,0,0,0,NA,0,1.52
NA,NA,NA,0,NA,NA,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,3,0,0,0,3,0,3.04
0,1,1,1,0,1,0,1,1,0,0,0,1,1,NA,1,0,1,1,1,0,0,1,0,0,NA,NA,NA,NA,1,0,0,2,2,6,7,0,0,0,8,1,7.08
NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,3,1,4,7,0,0,0,NA,1,2.68
1,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,8,5,0,0,0,9,0,1.52
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,NA,NA,5,4,0,NA,NA,NA,1,5.52
0,1,1,1,0,NA,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,6,0,0,0,2,0,1.8
0,1,1,1,0,NA,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,6,0,0,0,6,0,2.08
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,3,4,5,1,0,1,NA,1,4.96
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,1,1,NA,0,4.92
NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,4,0,0,0,2,0,2.52
1,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,3,4,3,1,0,0,6,0,5
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,3,1,3,7,1,0,1,7,1,3.84
1,0,1,1,0,NA,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,0,0,2,0,2.88
1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,3,3,6,1,0,0,6,1,3.64
NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,3,1,2,7,1,0,0,6,1,2.56
1,0,1,1,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,1,0,0,6,1,4.48
NA,NA,NA,1,NA,0,1,0,1,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,3,1,5,5,1,0,0,8,1,4.12
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,3,0,0,0,4,0,1.76
NA,NA,NA,0,NA,NA,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,1,0,0,NA,NA,0,10.72
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,2,2,4,6,0,0,1,3,1,9.56
0,1,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,3,1,5,3,0,0,1,2,1,2.16
0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,4,0,0,0,NA,0,2.64
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,3,0,0,0,NA,0,3.04
1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,2,6,0,0,0,4,1,5.8
1,0,1,1,0,NA,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,8,5,0,0,0,1,0,1.72
0,1,1,1,0,0,0,1,1,0,0,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,7,7,0,0,0,7,0,1.72
0,1,1,1,0,NA,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,3,0,0,1,1,0,4
NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,1,4,5,0,0,0,4,0,1
NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,0,0,0,1,0,4.64
NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,1,0,0,3,1,5.76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,0,0,0,NA,0,1.8
1,0,1,1,0,NA,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,1,0,0,1,0,1.48
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,1,8,3,0,0,1,4,0,3.76
0,1,1,1,0,1,0,1,1,0,0,0,0,1,NA,1,0,1,0,1,0,1,1,1,0,NA,NA,NA,NA,1,0,0,3,1,6,7,0,0,0,5,1,1.72
1,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,2,2,5,5,0,0,0,NA,1,4.48
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,3,0,0,0,NA,0,1
0,1,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,2,2,6,6,1,0,0,9,1,2.52
NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,0,1,NA,0,2.6
0,1,1,1,0,0,0,1,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,3,1,6,6,0,0,0,6,1,2.28
